transcript	exonic_length	exonic_length_utr5	exonic_length_cds	exonic_length_utr3
ENSMUST00000067896	1137	144	840	153
ENSMUST00000043456	7211	514	2682	4015
ENSMUST00000179543	2785	35	2253	497
ENSMUST00000126429	1388	258	399	731
ENSMUST00000098031	2072	34	1809	229
ENSMUST00000075775	3993	255	2058	1680
ENSMUST00000102904	2958	212	1131	1615
ENSMUST00000180278	2792	196	1377	1219
ENSMUST00000133157	2986	89	1305	1592
ENSMUST00000107129	2276	198	1656	422
ENSMUST00000053414	4525	327	3975	223
ENSMUST00000094977	2850	655	549	1646
ENSMUST00000080926	2027	398	1305	324
ENSMUST00000107777	3655	50	3360	245
ENSMUST00000079605	4684	NA	4227	457
ENSMUST00000139190	861	NA	NA	NA
ENSMUST00000162158	1260	80	1095	85
ENSMUST00000073600	3036	260	1386	1390
ENSMUST00000097747	1479	471	531	477
ENSMUST00000102729	5190	144	2694	2352
ENSMUST00000135716	407	NA	NA	NA
ENSMUST00000094955	1359	12	354	993
ENSMUST00000051676	2287	168	1284	835
ENSMUST00000071642	17970	132	16770	1068
ENSMUST00000080178	3019	704	1983	332
ENSMUST00000050078	5177	431	1086	3660
ENSMUST00000071169	3999	420	1563	2016
ENSMUST00000156144	660	NA	NA	NA
ENSMUST00000190917	3134	NA	NA	NA
ENSMUST00000105738	4006	267	1938	1801
ENSMUST00000059790	3886	757	1443	1686
ENSMUST00000030395	733	217	201	315
ENSMUST00000148529	420	NA	NA	NA
ENSMUST00000146671	314	NA	NA	NA
ENSMUST00000108222	4478	457	3717	304
ENSMUST00000105160	921	NA	921	NA
ENSMUST00000106803	3136	34	2382	720
ENSMUST00000105873	1224	106	969	149
ENSMUST00000107645	2365	835	1341	189
ENSMUST00000102792	3755	249	1839	1667
ENSMUST00000167751	1212	NA	1212	NA
ENSMUST00000169211	1000	254	522	224
ENSMUST00000239342	880	NA	NA	NA
ENSMUST00000105940	772	9	705	58
ENSMUST00000075999	1455	NA	1455	NA
ENSMUST00000097868	4635	NA	4635	NA
ENSMUST00000097925	5865	282	4947	636
ENSMUST00000107147	1177	241	615	321
ENSMUST00000147721	817	147	522	148
ENSMUST00000045041	2288	64	1731	493
ENSMUST00000030254	1898	92	396	1410
ENSMUST00000176637	2832	NA	1023	1809
ENSMUST00000105939	746	5	660	81
ENSMUST00000166542	7253	NA	7047	206
ENSMUST00000105744	1226	92	711	423
ENSMUST00000082262	6226	27	2994	3205
ENSMUST00000106955	2893	131	1380	1382
ENSMUST00000019229	1145	15	807	323
ENSMUST00000030398	3260	244	1479	1537
ENSMUST00000105735	3038	265	1338	1435
ENSMUST00000148762	2800	176	1902	722
ENSMUST00000106587	2631	174	495	1962
ENSMUST00000106080	3885	105	2553	1227
ENSMUST00000095097	2804	585	1116	1103
ENSMUST00000116307	893	11	798	84
ENSMUST00000204276	1431	NA	NA	NA
ENSMUST00000130501	368	NA	NA	NA
ENSMUST00000118199	1915	434	828	653
ENSMUST00000238451	419	NA	NA	NA
ENSMUST00000084215	8134	1040	4740	2354
ENSMUST00000106162	3481	365	2514	602
ENSMUST00000053819	2257	147	1476	634
ENSMUST00000029871	3462	157	2484	821
ENSMUST00000107184	671	42	549	80
ENSMUST00000172257	939	NA	939	NA
ENSMUST00000106345	684	116	216	352
ENSMUST00000105826	3348	275	1665	1408
ENSMUST00000105830	3252	1040	1530	682
ENSMUST00000178480	549	NA	549	NA
ENSMUST00000217334	2001	419	948	634
ENSMUST00000123107	614	NA	NA	NA
ENSMUST00000030320	3303	151	2547	605
ENSMUST00000106713	3007	244	1680	1083
ENSMUST00000126187	460	NA	NA	NA
ENSMUST00000097805	1498	243	1218	37
ENSMUST00000053491	3849	900	1350	1599
ENSMUST00000124786	666	NA	NA	NA
ENSMUST00000107731	3253	774	1602	877
ENSMUST00000030490	5285	263	3789	1233
ENSMUST00000094832	948	NA	948	NA
ENSMUST00000118607	2166	378	1218	570
ENSMUST00000144029	1091	NA	NA	NA
ENSMUST00000180164	7340	NA	1494	5846
ENSMUST00000044823	5582	84	3567	1931
ENSMUST00000094713	3922	253	3474	195
ENSMUST00000030947	2203	116	1329	758
ENSMUST00000135573	2294	128	600	1566
ENSMUST00000029946	5055	308	1365	3382
ENSMUST00000125369	1719	367	579	773
ENSMUST00000030518	1390	134	906	350
ENSMUST00000030464	5257	647	1386	3224
ENSMUST00000058785	2109	58	1530	521
ENSMUST00000125107	1551	106	591	854
ENSMUST00000105146	570	NA	570	NA
ENSMUST00000171348	1322	117	1083	122
ENSMUST00000038841	3604	325	1065	2214
ENSMUST00000147067	719	NA	NA	NA
ENSMUST00000108184	5491	NA	1557	3934
ENSMUST00000102902	6993	514	2388	4091
ENSMUST00000079915	820	156	522	142
ENSMUST00000154279	2942	229	2349	364
ENSMUST00000105849	7438	305	3207	3926
ENSMUST00000058791	1094	174	714	206
ENSMUST00000084342	1530	NA	1530	NA
ENSMUST00000029881	5011	263	1824	2924
ENSMUST00000105751	1745	NA	1428	317
ENSMUST00000149942	4517	NA	NA	NA
ENSMUST00000097886	2886	195	693	1998
ENSMUST00000106781	3046	788	1536	722
ENSMUST00000072753	1924	324	1086	514
ENSMUST00000107083	1506	125	666	715
ENSMUST00000044521	6105	618	4785	702
ENSMUST00000221657	6241	340	1503	4398
ENSMUST00000105884	1471	38	1377	56
ENSMUST00000141469	1163	NA	NA	NA
ENSMUST00000094522	1833	42	1476	315
ENSMUST00000098122	418	34	363	21
ENSMUST00000232260	896	NA	NA	NA
ENSMUST00000108374	1803	62	600	1141
ENSMUST00000069604	6072	21	2088	3963
ENSMUST00000094819	1464	72	1092	300
ENSMUST00000038684	1664	153	870	641
ENSMUST00000030839	2674	254	246	2174
ENSMUST00000153228	263	NA	NA	NA
ENSMUST00000116309	1238	63	891	284
ENSMUST00000106152	1364	657	495	212
ENSMUST00000143448	591	36	192	363
ENSMUST00000103231	781	188	366	227
ENSMUST00000084695	1595	400	1083	112
ENSMUST00000030367	3195	387	1167	1641
ENSMUST00000080728	3712	193	2421	1098
ENSMUST00000048162	2823	114	1284	1425
ENSMUST00000030623	3465	93	2100	1272
ENSMUST00000165860	15798	28	15471	299
ENSMUST00000166629	63	NA	NA	NA
ENSMUST00000107800	983	11	951	21
ENSMUST00000170901	3006	214	1215	1577
ENSMUST00000094769	2911	263	654	1994
ENSMUST00000099265	2140	159	672	1309
ENSMUST00000102541	1430	67	1044	319
ENSMUST00000084747	4295	73	840	3382
ENSMUST00000105874	3153	81	1116	1956
ENSMUST00000106804	3068	158	2190	720
ENSMUST00000126143	349	NA	NA	NA
ENSMUST00000108130	609	211	363	35
ENSMUST00000030290	2495	10	1749	736
ENSMUST00000105701	738	32	558	148
ENSMUST00000029950	6799	290	5889	620
ENSMUST00000003502	1053	18	660	375
ENSMUST00000106522	2636	880	1404	352
ENSMUST00000095108	1172	19	960	193
ENSMUST00000217522	2559	183	948	1428
ENSMUST00000049655	4733	1489	708	2536
ENSMUST00000107846	1710	779	657	274
ENSMUST00000179951	3376	150	2637	589
ENSMUST00000030432	1418	33	978	407
ENSMUST00000107860	3480	195	960	2325
ENSMUST00000102607	4191	254	3258	679
ENSMUST00000140321	543	NA	NA	NA
ENSMUST00000105581	1391	265	780	346
ENSMUST00000084097	1159	418	603	138
ENSMUST00000030734	1820	119	1506	195
ENSMUST00000106908	4304	218	2166	1920
ENSMUST00000129576	774	NA	NA	NA
ENSMUST00000106456	2430	14	1626	790
ENSMUST00000105595	874	247	549	78
ENSMUST00000125417	859	278	351	230
ENSMUST00000215117	4700	670	939	3091
ENSMUST00000132759	650	NA	NA	NA
ENSMUST00000030642	859	125	606	128
ENSMUST00000213436	1948	366	948	634
ENSMUST00000030014	3010	240	2373	397
ENSMUST00000105991	4614	120	2835	1659
ENSMUST00000056567	4583	36	4278	269
ENSMUST00000121052	2693	133	1983	577
ENSMUST00000108183	5416	6	1476	3934
ENSMUST00000050918	4444	872	237	3335
ENSMUST00000105761	2281	NA	1503	778
ENSMUST00000156903	1205	NA	NA	NA
ENSMUST00000108026	4130	62	3927	141
ENSMUST00000030181	817	69	729	19
ENSMUST00000098143	4594	129	3345	1120
ENSMUST00000045542	3033	390	1713	930
ENSMUST00000105912	2236	112	1494	630
ENSMUST00000178188	908	31	549	328
ENSMUST00000107030	2104	67	1797	240
ENSMUST00000105598	2673	266	2253	154
ENSMUST00000133960	2953	NA	NA	NA
ENSMUST00000127188	1308	216	522	570
ENSMUST00000106475	2642	1142	1422	78
ENSMUST00000102783	2523	250	1743	530
ENSMUST00000134966	575	NA	NA	NA
ENSMUST00000030198	4433	76	2916	1441
ENSMUST00000105619	2364	1617	747	NA
ENSMUST00000030676	8973	131	2760	6082
ENSMUST00000121491	2862	343	630	1889
ENSMUST00000112541	4443	40	3480	923
ENSMUST00000049285	3700	728	2151	821
ENSMUST00000161174	717	NA	NA	NA
ENSMUST00000144612	450	NA	NA	NA
ENSMUST00000162567	1638	213	1056	369
ENSMUST00000184504	544	NA	NA	NA
ENSMUST00000204545	2418	189	1620	609
ENSMUST00000035725	1095	7	228	860
ENSMUST00000204483	695	57	417	221
ENSMUST00000115382	2002	215	1422	365
ENSMUST00000031977	2531	365	1266	900
ENSMUST00000226813	10877	411	909	9557
ENSMUST00000204842	2211	124	1803	284
ENSMUST00000114112	2439	374	1164	901
ENSMUST00000129452	2835	53	1590	1192
ENSMUST00000172391	8119	151	2550	5418
ENSMUST00000120066	3861	376	915	2570
ENSMUST00000076061	1074	33	951	90
ENSMUST00000089558	1055	279	231	545
ENSMUST00000117130	1136	162	540	434
ENSMUST00000115027	4777	232	2307	2238
ENSMUST00000101663	3431	387	744	2300
ENSMUST00000111963	5707	832	1191	3684
ENSMUST00000000450	1767	45	1518	204
ENSMUST00000111639	2923	300	1740	883
ENSMUST00000177523	993	33	870	90
ENSMUST00000063489	960	NA	960	NA
ENSMUST00000199100	6279	357	327	5595
ENSMUST00000075020	602	22	528	52
ENSMUST00000204876	1928	160	1596	172
ENSMUST00000007799	2522	115	537	1870
ENSMUST00000168700	1749	415	771	563
ENSMUST00000114178	3431	753	558	2120
ENSMUST00000176654	489	NA	NA	NA
ENSMUST00000122216	554	82	288	184
ENSMUST00000072103	860	87	741	32
ENSMUST00000069808	1658	35	1605	18
ENSMUST00000012540	2211	215	918	1078
ENSMUST00000209254	580	NA	NA	NA
ENSMUST00000070756	6107	420	1407	4280
ENSMUST00000101617	8939	183	8082	674
ENSMUST00000080469	4140	NA	4140	NA
ENSMUST00000074556	1831	96	390	1345
ENSMUST00000204954	562	NA	NA	NA
ENSMUST00000203615	9761	244	8247	1270
ENSMUST00000111548	1398	415	453	530
ENSMUST00000007602	2515	448	837	1230
ENSMUST00000088075	1020	92	717	211
ENSMUST00000113581	1308	98	996	214
ENSMUST00000203775	4933	823	1224	2886
ENSMUST00000032133	881	117	534	230
ENSMUST00000125170	659	NA	NA	NA
ENSMUST00000180809	3524	NA	NA	NA
ENSMUST00000074662	3383	60	1557	1766
ENSMUST00000112554	1140	176	528	436
ENSMUST00000203364	929	NA	NA	NA
ENSMUST00000133471	656	NA	NA	NA
ENSMUST00000063588	1400	145	516	739
ENSMUST00000120040	583	13	411	159
ENSMUST00000204284	875	NA	NA	NA
ENSMUST00000114732	3762	512	3045	205
ENSMUST00000162000	2396	133	819	1444
ENSMUST00000204274	1970	NA	NA	NA
ENSMUST00000115242	5152	46	1842	3264
ENSMUST00000063578	1550	42	1272	236
ENSMUST00000181464	3444	219	3009	216
ENSMUST00000032406	1549	254	1038	257
ENSMUST00000155345	1022	NA	NA	NA
ENSMUST00000112427	3072	282	1755	1035
ENSMUST00000032070	759	54	585	120
ENSMUST00000054799	1212	625	414	173
ENSMUST00000170234	1120	3	969	148
ENSMUST00000087445	1775	330	1353	92
ENSMUST00000114445	1585	98	216	1271
ENSMUST00000031693	2013	228	1539	246
ENSMUST00000156115	279	NA	NA	NA
ENSMUST00000117173	1165	88	714	363
ENSMUST00000203565	291	NA	NA	NA
ENSMUST00000166462	1363	NA	1029	334
ENSMUST00000203778	2232	NA	NA	NA
ENSMUST00000203259	387	NA	NA	NA
ENSMUST00000203436	1667	114	1206	347
ENSMUST00000215719	2728	1149	954	625
ENSMUST00000113258	2464	442	1497	525
ENSMUST00000065512	2191	137	1695	359
ENSMUST00000133510	429	NA	NA	NA
ENSMUST00000115286	1180	124	894	162
ENSMUST00000227876	4160	999	990	2171
ENSMUST00000075095	11289	92	2565	8632
ENSMUST00000203141	964	NA	NA	NA
ENSMUST00000032362	3178	381	2148	649
ENSMUST00000203693	1446	32	873	541
ENSMUST00000112711	853	76	432	345
ENSMUST00000205214	2515	246	2001	268
ENSMUST00000115208	2492	78	1425	989
ENSMUST00000202878	3023	238	2595	190
ENSMUST00000130425	638	85	312	241
ENSMUST00000115442	4663	117	4140	406
ENSMUST00000031862	1889	239	552	1098
ENSMUST00000172638	1714	NA	1506	208
ENSMUST00000169350	15571	NA	15435	136
ENSMUST00000190641	5303	146	396	4761
ENSMUST00000227805	10892	426	909	9557
ENSMUST00000209658	1442	NA	NA	NA
ENSMUST00000100765	5356	609	4566	181
ENSMUST00000217313	2802	340	963	1499
ENSMUST00000183905	474	NA	NA	NA
ENSMUST00000032501	5188	301	762	4125
ENSMUST00000031778	918	389	393	136
ENSMUST00000032240	1323	218	660	445
ENSMUST00000087622	7382	111	3810	3461
ENSMUST00000049152	2480	157	606	1717
ENSMUST00000159433	2025	91	402	1532
ENSMUST00000060484	1558	126	738	694
ENSMUST00000216199	4218	309	927	2982
ENSMUST00000032321	2243	259	987	997
ENSMUST00000089420	1108	97	933	78
ENSMUST00000204746	825	NA	825	NA
ENSMUST00000102995	5155	58	1839	3258
ENSMUST00000112861	1202	200	819	183
ENSMUST00000115224	3524	62	1989	1473
ENSMUST00000032485	3427	190	387	2850
ENSMUST00000128017	1405	NA	NA	NA
ENSMUST00000204678	1694	NA	NA	NA
ENSMUST00000187618	2023	483	1206	334
ENSMUST00000000186	1814	128	756	930
ENSMUST00000032491	2156	301	1365	490
ENSMUST00000203938	1074	NA	1074	NA
ENSMUST00000031775	2142	11	1665	466
ENSMUST00000172088	2812	1349	606	857
ENSMUST00000204273	396	NA	NA	NA
ENSMUST00000226689	8453	982	912	6559
ENSMUST00000178961	951	NA	951	NA
ENSMUST00000228700	2004	389	933	682
ENSMUST00000228038	4520	131	912	3477
ENSMUST00000082153	534	NA	NA	NA
ENSMUST00000071707	892	4	888	NA
ENSMUST00000115559	2599	155	1887	557
ENSMUST00000067327	4552	519	594	3439
ENSMUST00000001675	4550	64	1395	3091
ENSMUST00000181734	1063	220	663	180
ENSMUST00000031694	1976	121	1653	202
ENSMUST00000228678	909	NA	909	NA
ENSMUST00000130875	690	187	99	404
ENSMUST00000161969	1122	45	741	336
ENSMUST00000185152	496	NA	NA	NA
ENSMUST00000205064	1221	NA	NA	NA
ENSMUST00000163168	2401	538	1248	615
ENSMUST00000058245	918	290	519	109
ENSMUST00000160937	2216	46	894	1276
ENSMUST00000081440	3499	541	2103	855
ENSMUST00000203597	1965	NA	1965	NA
ENSMUST00000094623	1080	101	552	427
ENSMUST00000228187	10475	9	4023	6443
ENSMUST00000089304	60	NA	NA	NA
ENSMUST00000070597	3027	153	1830	1044
ENSMUST00000065289	2502	457	804	1241
ENSMUST00000041852	2831	79	1497	1255
ENSMUST00000071535	6488	165	5484	839
ENSMUST00000164052	4824	101	2790	1933
ENSMUST00000058039	948	NA	948	NA
ENSMUST00000008011	1025	NA	NA	NA
ENSMUST00000113146	2676	123	1947	606
ENSMUST00000065786	930	NA	930	NA
ENSMUST00000160300	2815	813	816	1186
ENSMUST00000034093	4513	211	3345	957
ENSMUST00000113751	692	183	276	233
ENSMUST00000226337	888	211	246	431
ENSMUST00000016631	4851	316	2910	1625
ENSMUST00000000058	2733	176	489	2068
ENSMUST00000035813	9547	350	3288	5909
ENSMUST00000039212	5123	465	3006	1652
ENSMUST00000050104	2083	136	1071	876
ENSMUST00000214465	1967	388	954	625
ENSMUST00000204808	2072	NA	NA	NA
ENSMUST00000038658	4119	174	423	3522
ENSMUST00000168387	6501	NA	6273	228
ENSMUST00000003115	2393	519	594	1280
ENSMUST00000036503	3123	88	2220	815
ENSMUST00000181225	1499	NA	NA	NA
ENSMUST00000004375	1318	101	900	317
ENSMUST00000069831	1625	29	1596	NA
ENSMUST00000115289	658	177	195	286
ENSMUST00000171644	2125	493	1428	204
ENSMUST00000203439	899	NA	NA	NA
ENSMUST00000176073	936	NA	936	NA
ENSMUST00000004381	2281	182	1464	635
ENSMUST00000112580	2011	90	843	1078
ENSMUST00000189837	5469	NA	4560	909
ENSMUST00000015877	2537	139	861	1537
ENSMUST00000032353	1206	NA	1206	NA
ENSMUST00000031910	805	11	741	53
ENSMUST00000056889	6697	359	5748	590
ENSMUST00000218416	607	NA	NA	NA
ENSMUST00000001460	3482	217	2733	532
ENSMUST00000152157	490	NA	NA	NA
ENSMUST00000204774	2146	61	1854	231
ENSMUST00000024118	1229	165	630	434
ENSMUST00000204123	456	NA	NA	NA
ENSMUST00000032414	3168	39	2784	345
ENSMUST00000160705	624	93	480	51
ENSMUST00000215686	4210	301	927	2982
ENSMUST00000078885	903	NA	903	NA
ENSMUST00000203577	4468	151	3759	558
ENSMUST00000180095	1475	183	744	548
ENSMUST00000162461	1693	140	1263	290
ENSMUST00000205133	359	NA	NA	NA
ENSMUST00000202574	2879	91	2595	193
ENSMUST00000067506	1359	60	660	639
ENSMUST00000194706	2527	NA	NA	NA
ENSMUST00000227669	2540	634	384	1522
ENSMUST00000115383	5690	895	3081	1714
ENSMUST00000173694	611	146	465	NA
ENSMUST00000032141	1464	99	1062	303
ENSMUST00000058668	933	NA	933	NA
ENSMUST00000113261	2904	497	2118	289
ENSMUST00000037696	2775	199	2463	113
ENSMUST00000205256	2647	227	1011	1409
ENSMUST00000081542	5152	796	1893	2463
ENSMUST00000227747	1811	625	504	682
ENSMUST00000204293	1336	87	1161	88
ENSMUST00000153328	835	NA	NA	NA
ENSMUST00000232985	11165	92	1704	9369
ENSMUST00000203803	6590	213	6312	65
ENSMUST00000122120	3252	436	402	2414
ENSMUST00000031795	3009	148	1713	1148
ENSMUST00000065906	2929	99	2274	556
ENSMUST00000113913	4163	62	3795	306
ENSMUST00000201560	424	NA	NA	NA
ENSMUST00000032471	4621	257	1047	3317
ENSMUST00000113850	1918	19	1014	885
ENSMUST00000111636	1713	NA	1713	NA
ENSMUST00000162872	3467	206	3087	174
ENSMUST00000113907	4205	470	3429	306
ENSMUST00000204525	2600	NA	NA	NA
ENSMUST00000197227	3078	NA	NA	NA
ENSMUST00000163640	744	NA	744	NA
ENSMUST00000227399	6778	2813	900	3065
ENSMUST00000204921	861	NA	861	NA
ENSMUST00000216179	3677	204	933	2540
ENSMUST00000037807	1242	33	879	330
ENSMUST00000136224	786	NA	NA	NA
ENSMUST00000081706	933	NA	933	NA
ENSMUST00000101461	927	NA	927	NA
ENSMUST00000163089	1278	NA	1278	NA
ENSMUST00000081028	5545	406	1458	3681
ENSMUST00000112925	4122	199	3549	374
ENSMUST00000180020	2280	415	1248	617
ENSMUST00000031798	1155	74	735	346
ENSMUST00000041544	4786	459	3666	661
ENSMUST00000032132	2729	NA	1680	1049
ENSMUST00000113539	4864	167	2139	2558
ENSMUST00000144272	1387	369	900	118
ENSMUST00000000187	4657	NA	627	4030
ENSMUST00000203345	3359	399	579	2381
ENSMUST00000037434	5803	96	3435	2272
ENSMUST00000184917	2468	180	2172	116
ENSMUST00000057398	882	NA	882	NA
ENSMUST00000163954	2988	NA	2988	NA
ENSMUST00000177456	3975	31	3879	65
ENSMUST00000167323	3567	315	741	2511
ENSMUST00000032481	584	43	504	37
ENSMUST00000227131	8330	859	912	6559
ENSMUST00000115477	6760	659	2145	3956
ENSMUST00000114572	4323	10	3237	1076
ENSMUST00000078371	3081	31	840	2210
ENSMUST00000040987	2699	72	978	1649
ENSMUST00000032457	3761	73	2097	1591
ENSMUST00000226974	1770	122	909	739
ENSMUST00000142388	2404	160	624	1620
ENSMUST00000015197	3571	592	1443	1536
ENSMUST00000043676	15148	NA	14997	151
ENSMUST00000052266	4824	68	2928	1828
ENSMUST00000000449	6230	86	1251	4893
ENSMUST00000204844	688	NA	NA	NA
ENSMUST00000111726	1374	140	261	973
ENSMUST00000212740	15408	NA	15408	NA
ENSMUST00000159866	2330	47	666	1617
ENSMUST00000092614	866	32	744	90
ENSMUST00000032257	1701	47	654	1000
ENSMUST00000031673	1183	302	225	656
ENSMUST00000189359	3435	387	744	2304
ENSMUST00000163746	4102	NA	1350	2752
ENSMUST00000134541	581	NA	NA	NA
ENSMUST00000057686	960	NA	960	NA
ENSMUST00000070380	815	17	741	57
ENSMUST00000070437	1131	NA	1131	NA
ENSMUST00000113818	6571	132	6210	229
ENSMUST00000095350	2575	6	1515	1054
ENSMUST00000182428	2264	41	2016	207
ENSMUST00000226171	1877	691	504	682
ENSMUST00000032269	1617	67	1260	290
ENSMUST00000111916	2927	88	1977	862
ENSMUST00000113585	3676	180	912	2584
ENSMUST00000139006	1017	NA	NA	NA
ENSMUST00000032128	788	39	555	194
ENSMUST00000203771	665	NA	NA	NA
ENSMUST00000152875	2325	NA	NA	NA
ENSMUST00000040017	3710	289	2628	793
ENSMUST00000071304	900	NA	900	NA
ENSMUST00000204294	717	26	636	55
ENSMUST00000203804	2183	26	1497	660
ENSMUST00000112079	455	5	252	198
ENSMUST00000124919	451	NA	NA	NA
ENSMUST00000210190	1051	NA	NA	NA
ENSMUST00000043195	4192	38	2310	1844
ENSMUST00000160496	3925	304	3009	612
ENSMUST00000077228	674	136	531	7
ENSMUST00000066905	7562	229	3630	3703
ENSMUST00000204260	2430	46	1581	803
ENSMUST00000227229	6733	1143	933	4657
ENSMUST00000226866	6639	229	924	5486
ENSMUST00000089334	6095	152	4545	1398
ENSMUST00000216411	4115	252	933	2930
ENSMUST00000189071	511	NA	NA	NA
ENSMUST00000046750	1994	221	852	921
ENSMUST00000204355	406	NA	NA	NA
ENSMUST00000038234	4056	139	3552	365
ENSMUST00000009411	2801	250	1479	1072
ENSMUST00000115443	6809	512	4140	2157
ENSMUST00000119379	455	32	318	105
ENSMUST00000136571	478	NA	NA	NA
ENSMUST00000115556	2718	307	1854	557
ENSMUST00000032125	4490	39	1266	3185
ENSMUST00000114071	1400	242	1050	108
ENSMUST00000055763	933	NA	933	NA
ENSMUST00000054050	1384	165	876	343
ENSMUST00000215911	4220	357	933	2930
ENSMUST00000032413	6433	251	1092	5090
ENSMUST00000204124	4657	98	4431	128
ENSMUST00000089162	5817	66	1959	3792
ENSMUST00000154570	3806	663	612	2531
ENSMUST00000079832	930	NA	930	NA
ENSMUST00000114225	1876	160	219	1497
ENSMUST00000187986	507	NA	NA	NA
ENSMUST00000111607	3395	134	1509	1752
ENSMUST00000216562	1318	119	966	233
ENSMUST00000031976	2155	113	1800	242
ENSMUST00000041736	2653	181	1044	1428
ENSMUST00000136027	591	NA	NA	NA
ENSMUST00000203905	1432	NA	NA	NA
ENSMUST00000070736	3695	470	1491	1734
ENSMUST00000164104	7367	NA	NA	NA
ENSMUST00000069695	1546	215	816	515
ENSMUST00000031817	4767	37	3012	1718
ENSMUST00000037836	687	59	519	109
ENSMUST00000074499	954	NA	954	NA
ENSMUST00000204945	379	NA	NA	NA
ENSMUST00000115238	5129	344	1527	3258
ENSMUST00000120428	3940	300	3054	586
ENSMUST00000003238	5283	1071	1698	2514
ENSMUST00000215369	4399	490	927	2982
ENSMUST00000114228	748	189	219	340
ENSMUST00000003710	7203	NA	2637	4566
ENSMUST00000226120	1772	586	504	682
ENSMUST00000205674	400	NA	NA	NA
ENSMUST00000170608	2953	NA	1251	1702
ENSMUST00000172974	3063	146	684	2233
ENSMUST00000205034	3266	194	1689	1383
ENSMUST00000111844	84	NA	NA	NA
ENSMUST00000204168	1469	130	903	436
ENSMUST00000112473	1322	8	777	537
ENSMUST00000032214	1451	139	744	568
ENSMUST00000031986	1575	347	654	574
ENSMUST00000115026	4080	231	1611	2238
ENSMUST00000078057	1059	32	966	61
ENSMUST00000228068	1536	369	936	231
ENSMUST00000120605	497	88	318	91
ENSMUST00000112858	650	187	102	361
ENSMUST00000203324	3822	NA	3822	NA
ENSMUST00000023906	698	68	522	108
ENSMUST00000032335	8059	169	3921	3969
ENSMUST00000032122	5021	916	1224	2881
ENSMUST00000081904	6660	129	6303	228
ENSMUST00000115453	2746	304	444	1998
ENSMUST00000210387	1121	NA	NA	NA
ENSMUST00000040361	1789	136	246	1407
ENSMUST00000179797	449	335	114	NA
ENSMUST00000203528	7917	122	1506	6289
ENSMUST00000227630	827	211	291	325
ENSMUST00000228285	7950	479	912	6559
ENSMUST00000203695	6504	133	6345	26
ENSMUST00000031835	2675	49	2271	355
ENSMUST00000043797	1222	120	900	202
ENSMUST00000176655	3354	821	1782	751
ENSMUST00000148639	1168	219	678	271
ENSMUST00000146754	740	NA	NA	NA
ENSMUST00000100993	4849	NA	4362	487
ENSMUST00000120512	1871	184	744	943
ENSMUST00000140465	623	NA	NA	NA
ENSMUST00000046028	5370	62	2535	2773
ENSMUST00000035244	823	81	402	340
ENSMUST00000238599	10851	NA	10851	NA
ENSMUST00000065248	1483	69	642	772
ENSMUST00000159616	2541	585	1569	387
ENSMUST00000203747	2216	78	1392	746
ENSMUST00000111551	1558	304	768	486
ENSMUST00000217701	2813	1234	954	625
ENSMUST00000113582	1034	122	777	135
ENSMUST00000003572	2380	35	2190	155
ENSMUST00000071492	1643	87	417	1139
ENSMUST00000215846	2605	143	963	1499
ENSMUST00000176204	6667	370	1131	5166
ENSMUST00000049079	798	33	738	27
ENSMUST00000039729	2436	802	261	1373
ENSMUST00000161677	2518	568	1569	381
ENSMUST00000067404	2766	352	648	1766
ENSMUST00000074881	933	NA	933	NA
ENSMUST00000046303	3629	276	372	2981
ENSMUST00000101171	2494	256	1506	732
ENSMUST00000042990	15474	473	1224	13777
ENSMUST00000141575	566	NA	NA	NA
ENSMUST00000089215	3702	436	3087	179
ENSMUST00000051249	2287	337	1707	243
ENSMUST00000121093	2597	582	1656	359
ENSMUST00000203482	2227	26	1470	731
ENSMUST00000015333	3961	330	2394	1237
ENSMUST00000032396	2319	445	1620	254
ENSMUST00000204626	4381	267	3657	457
ENSMUST00000204406	643	NA	NA	NA
ENSMUST00000046064	3108	298	1665	1145
ENSMUST00000036003	6267	153	1482	4632
ENSMUST00000166591	792	117	591	84
ENSMUST00000053094	4270	124	2235	1911
ENSMUST00000204275	1624	NA	NA	NA
ENSMUST00000055559	2351	356	423	1572
ENSMUST00000061740	3178	93	420	2665
ENSMUST00000227923	1773	125	909	739
ENSMUST00000112413	672	63	513	96
ENSMUST00000135671	4371	41	318	4012
ENSMUST00000136421	4435	132	1560	2743
ENSMUST00000120238	3258	90	2946	222
ENSMUST00000118234	3778	598	501	2679
ENSMUST00000191462	574	158	270	146
ENSMUST00000071044	1247	89	1050	108
ENSMUST00000209571	1034	NA	NA	NA
ENSMUST00000031851	631	156	384	91
ENSMUST00000204767	996	NA	NA	NA
ENSMUST00000121360	1188	642	447	99
ENSMUST00000180829	3169	219	2727	223
ENSMUST00000062626	3007	1123	1578	306
ENSMUST00000115419	2194	218	1719	257
ENSMUST00000188215	357	NA	NA	NA
ENSMUST00000046128	3370	35	2031	1304
ENSMUST00000032143	3633	49	1827	1757
ENSMUST00000009420	3145	370	1638	1137
ENSMUST00000129243	1034	293	606	135
ENSMUST00000095754	1789	278	1158	353
ENSMUST00000204551	336	NA	NA	NA
ENSMUST00000066747	3128	126	744	2258
ENSMUST00000114222	1354	578	219	557
ENSMUST00000203774	1912	163	1578	171
ENSMUST00000113655	1255	149	309	797
ENSMUST00000203450	3806	131	1440	2235
